sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2024-02-22;565,00;566,00;567,00;571,00;563,00;564,00;565,943;10982;6215180;255;
2024-02-21;561,00;563,00;554,00;563,00;554,00;563,00;559,369;15421;8626028;296;
2024-02-20;553,00;555,00;556,00;557,00;551,00;554,00;554,185;8884;4923378;262;
2024-02-19;557,00;558,00;560,00;561,00;554,00;558,00;557,54;6808;3796068;165;
2024-02-16;560,00;562,00;557,00;562,00;556,00;560,00;559,63;7914;4428908;197;
2024-02-15;555,00;556,00;554,00;559,00;554,00;557,00;556,848;5685;3165678;207;
2024-02-14;552,00;554,00;543,00;554,00;543,00;553,00;551,626;25459;14043556,5;441;
2024-02-13;542,00;544,00;548,00;549,00;540,00;543,00;543,97;10880;5918391;253;
2024-02-12;549,00;551,00;552,00;552,00;547,00;551,00;549,648;5501;3023613;179;
2024-02-09;545,00;547,00;551,00;551,00;545,00;545,00;547,619;7128;3903425;230;
2024-02-08;548,00;550,00;542,00;553,00;542,00;549,00;549,694;20824;11444277;298;
2024-02-07;543,00;544,00;553,00;553,00;541,00;542,00;545,069;18207;9924248,5;334;
2024-02-06;550,00;551,00;548,00;553,00;539,00;550,00;545,895;14303;7807573;362;
2024-02-05;551,00;553,00;556,00;558,00;550,00;550,00;553,502;5304;2935764;179;
2024-02-02;551,00;554,00;558,00;561,00;551,00;551,00;554,514;8369;4640516;286;
2024-02-01;553,00;557,00;551,00;556,00;545,00;556,00;552,149;14106;7788198;334;
2024-01-31;553,00;554,00;553,00;557,00;551,00;552,00;552,978;16018;8856676,5;288;
2024-01-30;554,00;556,00;554,00;557,00;553,00;555,00;554,95;12734;7066391;364;
2024-01-29;554,00;556,00;557,00;561,00;554,00;554,00;556,799;11371;6330938;301;
2024-01-26;557,00;559,00;559,00;564,00;556,00;559,00;558,821;9304;5199340;321;
2024-01-25;558,00;562,00;557,00;563,00;557,00;559,00;560,17;7270;4072426;225;
2024-01-24;557,00;559,00;567,00;570,00;556,00;557,00;563,264;12535;7065845,5;352;
2024-01-23;567,00;569,00;563,00;570,00;559,00;567,00;564,835;12964;7322655,5;360;
2024-01-22;565,00;566,00;572,00;575,00;564,00;564,00;567,631;19340;10977973;493;
2024-01-19;566,00;568,00;547,00;569,00;547,00;566,00;561,203;40069;22487923;893;
2024-01-18;547,00;549,00;547,00;554,00;546,00;547,00;548,834;10958;6014044,5;344;
2024-01-17;548,00;550,00;545,00;552,00;544,00;547,00;549,732;52876;29067628;293;
2024-01-16;554,00;556,00;556,00;558,00;550,00;554,00;554,299;9623;5334021;266;
2024-01-15;559,00;560,00;563,00;565,00;559,00;560,00;560,457;6966;3904074;223;
2024-01-12;563,00;565,00;557,00;575,00;557,00;563,00;565,657;12166;6881777;298;
2024-01-11;562,00;565,00;564,00;570,00;562,00;564,00;566,01;12582;7121538;312;
2024-01-10;560,00;561,00;561,00;562,00;559,00;560,00;560,16;7509;4206238;198;
2024-01-09;560,00;562,00;553,00;562,00;552,00;560,00;558,917;7388;4129278;229;
2024-01-08;554,00;556,00;544,00;556,00;543,00;553,00;549,38;8086;4442289;272;
2024-01-05;546,00;548,00;546,00;548,00;544,00;548,00;546,435;6525;3565489;205;
2024-01-04;548,00;550,00;547,00;550,00;546,00;549,00;548,287;9295;5096329;256;
2024-01-03;544,00;545,00;552,00;552,00;543,00;543,00;545,469;10378;5660879;282;
2024-01-02;551,00;554,00;556,00;560,00;547,00;552,00;552,429;9571;5287707,5;260;
2023-12-29;552,00;554,00;555,00;559,00;549,00;553,00;553,394;10909;6036876;258;
2023-12-28;553,00;555,00;544,00;556,00;540,00;554,00;549,593;18297;10055910;369;
2023-12-27;542,00;544,00;544,00;548,00;541,00;542,00;543,788;9201;5003816,5;228;
2023-12-22;540,00;543,00;542,00;543,00;539,00;542,00;541,187;11099;6006635;254;
2023-12-21;540,00;542,00;543,00;544,00;536,00;542,00;539,594;8322;4490499;259;
2023-12-20;544,00;546,00;543,00;547,00;542,00;544,00;544,76;10477;5707913;228;
2023-12-19;542,00;544,00;538,00;547,00;538,00;543,00;544,701;19206;10461517;229;
2023-12-18;542,00;546,00;542,00;545,00;540,00;542,00;543,193;9613;5221712;295;
2023-12-15;545,00;548,00;547,00;548,00;541,00;546,00;545,579;35824;19544806;481;
2023-12-14;545,00;546,00;535,00;548,00;535,00;548,00;546,29;12082;6600276;327;
2023-12-13;537,00;539,00;535,00;539,00;533,00;535,00;536,456;6802;3649248,5;200;
2023-12-12;535,00;537,00;536,00;539,00;531,00;536,00;534,373;18280;9768340;299;
2023-12-11;539,00;540,00;546,00;546,00;538,00;539,00;540,535;16435;8882763;282;
2023-12-08;545,00;547,00;541,00;547,00;538,00;547,00;542,218;15292;8291601;385;
2023-12-07;539,00;540,00;540,00;542,00;533,00;540,00;538,425;21401;11522822;448;
2023-12-06;538,00;539,00;543,00;544,00;532,00;540,00;537,489;30214;16239696;550;
2023-12-05;542,00;545,00;545,00;545,00;536,00;542,00;540,346;9493;5129508;239;
2023-12-04;538,00;540,00;531,00;540,00;531,00;540,00;538,544;15807;8512132;316;
2023-12-01;531,00;533,00;532,00;536,00;528,00;531,00;530,821;16759;8895975,5;329;
2023-11-30;531,00;533,00;542,00;548,00;530,00;536,00;535,586;23686;12685863;402;
2023-11-29;540,00;543,00;527,00;542,00;527,00;542,00;537,959;13257;7131722;324;
2023-11-28;529,00;531,00;535,00;535,00;526,00;531,00;530,048;16293;8636079;322;
2023-11-27;534,00;536,00;532,00;535,00;529,00;535,00;532,654;11573;6164405;266;
2023-11-24;527,00;529,00;526,00;534,00;526,00;529,00;529,202;10670;5647088;300;
2023-11-23;531,00;532,00;530,00;536,00;529,00;530,00;531,098;13567;7205149;357;
2023-11-22;532,00;533,00;538,00;540,00;532,00;533,00;535,935;14500;7771287,5;394;
2023-11-21;538,00;540,00;537,00;543,00;537,00;538,00;539,706;10790;5823088,5;360;
2023-11-20;535,00;537,00;533,00;541,00;529,00;537,00;534,322;18943;10121659;402;
2023-11-17;531,00;533,00;527,00;538,00;524,00;535,00;533,102;27457;14637176;610;
