sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2023-10-24;;;35,70;35,70;35,70;35,70;35,70;12;428,4;1;
2023-10-23;;;;;;37,20;;;;0;
2023-10-20;;;;;;37,20;;;;0;
2023-10-19;;;37,20;37,20;37,20;37,20;37,20;268;9969,6;2;
2023-10-18;;;37,10;37,10;37,10;37,10;37,10;1242;46078,2;1;
2023-10-17;;;;;;36,06;;;;0;
2023-10-16;;;;;;36,06;;;;0;
2023-10-13;;;36,06;36,06;36,06;36,06;36,06;10;360,6;1;
2023-10-12;;;;;;35,58;;;;0;
2023-10-11;;;;;;35,58;;;;0;
2023-10-10;;;;;;35,58;;;;0;
2023-10-09;;;;;;35,58;;;;0;
2023-10-06;;;35,54;35,58;35,54;35,58;35,54;907;32234,9;2;
2023-10-05;;;;;;34,80;;;;0;
2023-10-04;;;34,72;34,86;34,72;34,80;34,791;3360;116897,04;3;
2023-10-03;;;;;;36,16;;;;0;
2023-10-02;;;;;;36,16;;;;0;
2023-09-29;;;;;;36,16;;;;0;
2023-09-28;;;;;;36,16;;;;0;
2023-09-27;;;;;;36,16;;;;0;
2023-09-26;;;36,52;36,52;36,16;36,16;36,183;1600;57892;2;
2023-09-25;;;;;;38,32;;;;0;
2023-09-22;;;;;;38,32;;;;0;
2023-09-21;;;;;;38,32;;;;0;
2023-09-20;;;;;;38,32;;;;0;
2023-09-19;;;38,32;38,32;38,32;38,32;38,32;1571;60200,72;1;
2023-09-18;37,30;37,98;37,14;38,26;37,14;38,26;37,359;5306;198225,6;19;
2023-09-15;;;;;;38,64;;;;0;
2023-09-14;;;;;;38,64;;;;0;
2023-09-13;;;38,52;38,64;38,52;38,64;38,596;1622;62603,28;2;
2023-09-12;;;;;;37,70;;;;0;
2023-09-11;;;37,70;37,70;37,70;37,70;37,70;1113;41960,1;1;
2023-09-08;;;;;;39,74;;;;0;
2023-09-07;;;;;;39,74;;;;0;
2023-09-06;;;39,74;39,74;39,74;39,74;39,74;945;37554,3;1;
2023-09-05;;;39,32;39,32;39,32;39,32;39,32;500;19660;1;
2023-09-04;;;;;;40,02;;;;0;
2023-09-01;;;40,02;40,02;40,02;40,02;40,02;500;20010;2;
2023-08-31;;;;;;40,90;;;;0;
2023-08-30;;;40,80;40,90;40,80;40,90;40,80;422;17217,7;2;
2023-08-29;;;;;;40,20;;;;0;
2023-08-28;;;;;;40,20;;;;0;
2023-08-25;;;;;;40,20;;;;0;
2023-08-24;;;;;;40,20;;;;0;
2023-08-23;;;;;;40,20;;;;0;
2023-08-22;;;;;;40,20;;;;0;
2023-08-21;;;;;;40,20;;;;0;
2023-08-18;;;;;;40,20;;;;0;
2023-08-17;;;;;;40,20;;;;0;
2023-08-16;;;;;;40,20;;;;0;
2023-08-15;;;;;;40,20;;;;0;
2023-08-14;;;;;;40,20;;;;0;
2023-08-11;;57,00;;;;40,20;;;;0;
2023-08-10;;57,00;40,20;40,20;40,20;40,20;40,20;1000;40200;1;
2023-08-09;;;;;;39,04;;;;0;
2023-08-08;;;;;;39,04;;;;0;
2023-08-07;;57,00;39,04;39,04;39,04;39,04;39,04;62;2420,48;1;
2023-08-04;;57,00;40,26;40,26;40,26;40,26;40,26;869;34985,94;1;
2023-08-03;;57,00;;;;40,12;;1430;56485;1;
2023-08-02;;57,00;40,92;40,92;40,12;40,12;40,719;1192;48536,64;2;
2023-08-01;;57,00;42,10;42,10;42,10;42,10;42,10;600;25260;2;
2023-07-31;;;;;;41,20;;;;0;
2023-07-28;;;42,60;42,60;41,20;41,20;41,90;600;25140;2;
2023-07-27;;;;;;45,44;;;;0;
2023-07-26;;;;;;45,44;;;;0;
2023-07-25;;;;;;45,44;;;;0;
2023-07-24;;;45,44;45,44;45,44;45,44;45,44;76;3453,44;1;
2023-07-21;;;;;;46,10;;;;0;
2023-07-20;;;;;;46,10;;;;0;
2023-07-19;;;;;;46,10;;;;0;
2023-07-18;;;46,10;46,10;46,10;46,10;46,10;2500;115250;5;
2023-07-17;;;;;;44,78;;;;0;
2023-07-14;;;44,78;44,78;44,78;44,78;44,78;100;4478;1;
2023-07-13;;;;;;47,34;;;;0;
2023-07-12;;;47,12;47,34;47,12;47,34;47,222;1856;87643,04;3;
2023-07-11;;;;;;45,90;;;;0;
2023-07-10;;;;;;45,90;;;;0;
2023-07-07;;;;;;45,90;;;;0;
2023-07-06;;;;;;45,90;;;;0;
2023-07-05;;;;;;45,90;;;;0;
2023-07-04;;;;;;45,90;;;;0;
2023-07-03;;;45,48;45,90;45,42;45,90;45,517;492;22394,4;5;
2023-06-30;;;45,06;45,70;45,06;45,06;45,36;1680;76205,4;11;
2023-06-29;43,40;;;;;43,40;;;;0;
2023-06-28;43,40;;43,40;43,40;43,40;43,40;43,40;490;21266;2;
2023-06-27;;;;;;42,12;;;;0;
2023-06-26;;;;;;42,12;;;;0;
